time_alpha,amp_alpha,time_gamma,amp_gamma
1.234481,-1.000000,0,0
0,0,1.234481,-1.000000
1.237152,-1.000000,0,0
0,0,1.237152,-1.000000
1.239823,-1.000000,0,0
0,0,1.239823,-1.000000
0,0,1.242494,-1.000000
1.242494,-1.000000,0,0
1.245166,-1.000000,0,0
0,0,1.245166,-1.000000
1.247837,-1.000000,0,0
0,0,1.247837,-1.000000
1.250508,-1.000000,0,0
0,0,1.250508,-1.000000
1.253179,-1.000000,0,0
0,0,1.253179,-1.000000
1.255850,-1.000000,0,0
0,0,1.255850,-1.000000
0,0,1.258522,-1.000000
1.258522,-1.000000,0,0
1.261193,-1.000000,0,0
0,0,1.261193,-1.000000
1.263864,-1.000000,0,0
0,0,1.263864,-1.000000
1.266535,-1.000000,0,0
0,0,1.266535,-1.000000
1.269206,-1.000000,0,0
0,0,1.269206,-1.000000
1.271877,-1.000000,0,0
0,0,1.271877,-1.000000
1.274549,-1.000000,0,0
0,0,1.274549,-1.000000
1.277220,-1.000000,0,0
0,0,1.277220,-1.000000
1.279891,-1.000000,0,0
0,0,1.279891,-1.000000
1.282562,-1.000000,0,0
0,0,1.282562,-1.000000
1.285233,-1.000000,0,0
0,0,1.285233,-1.000000
1.287904,-1.000000,0,0
0,0,1.287904,-1.000000
1.290576,-1.000000,0,0
0,0,1.290576,-1.000000
1.293247,-1.000000,0,0
0,0,1.293247,-1.000000
1.295918,-1.000000,0,0
0,0,1.295918,-1.000000
1.298589,-1.000000,0,0
0,0,1.298589,-1.000000
1.301260,-1.000000,0,0
0,0,1.301260,-1.000000
1.303932,-1.000000,0,0
0,0,1.303932,-1.000000
1.306603,-1.000000,0,0
0,0,1.306603,-1.000000
1.309274,-1.000000,0,0
0,0,1.309274,-1.000000
1.311945,-1.000000,0,0
0,0,1.311945,-1.000000
1.314616,-1.000000,0,0
0,0,1.314616,-1.000000
1.317288,-1.000000,0,0
0,0,1.317288,-1.000000
1.319959,-1.000000,0,0
0,0,1.319959,-1.000000
1.322630,-1.000000,0,0
0,0,1.322630,-1.000000
1.325301,-1.000000,0,0
0,0,1.325301,-1.000000
0,0,1.327972,-1.000000
1.327972,-1.000000,0,0
1.330644,-1.000000,0,0
0,0,1.330644,-1.000000
1.333315,-1.000000,0,0
0,0,1.333315,-1.000000
0,0,1.335986,-1.000000
1.335986,-1.000000,0,0
1.338657,-1.000000,0,0
0,0,1.338657,-1.000000
1.341328,-1.000000,0,0
0,0,1.341328,-1.000000
1.344000,-1.000000,0,0
0,0,1.344000,-1.000000
1.346671,-1.000000,0,0
0,0,1.346671,-1.000000
1.349342,-1.000000,0,0
0,0,1.349342,-1.000000
1.352013,-1.000000,0,0
0,0,1.352013,-1.000000
1.354684,-1.000000,0,0
0,0,1.354684,-1.000000
1.357356,-1.000000,0,0
0,0,1.357356,-1.000000
1.360027,-1.000000,0,0
0,0,1.360027,-1.000000
1.362698,-1.000000,0,0
0,0,1.362698,-1.000000
1.365369,-1.000000,0,0
0,0,1.365369,-1.000000
1.368040,-1.000000,0,0
0,0,1.368040,-1.000000
1.370712,-1.000000,0,0
0,0,1.370712,-1.000000
1.373383,-1.000000,0,0
0,0,1.373383,-1.000000
1.376054,-1.000000,0,0
0,0,1.376054,-1.000000
1.378725,-1.000000,0,0
0,0,1.378725,-1.000000
1.381396,-1.000000,0,0
0,0,1.381396,-1.000000
1.384068,-1.000000,0,0
0,0,1.384068,-1.000000
1.386739,-1.000000,0,0
0,0,1.386739,-1.000000
0,0,1.389410,-1.000000
1.389410,-1.000000,0,0
1.392081,-1.000000,0,0
0,0,1.392081,-1.000000
1.394752,-1.000000,0,0
0,0,1.394752,-1.000000
1.397424,-1.000000,0,0
0,0,1.397424,-1.000000
1.400095,-1.000000,0,0
0,0,1.400095,-1.000000
1.402766,-1.000000,0,0
0,0,1.402766,-1.000000
1.405437,-1.000000,0,0
0,0,1.405437,-1.000000
1.408108,-1.000000,0,0
0,0,1.408108,-1.000000
1.410779,-1.000000,0,0
0,0,1.410779,-1.000000
1.413451,-1.000000,0,0
0,0,1.413451,-1.000000
1.416122,-1.000000,0,0
0,0,1.416122,-1.000000
1.418793,-1.000000,0,0
0,0,1.418793,-1.000000
1.421464,-1.000000,0,0
0,0,1.421464,-1.000000
1.424135,-1.000000,0,0
0,0,1.424135,-1.000000
1.426807,-1.000000,0,0
0,0,1.426807,-1.000000
1.429478,-1.000000,0,0
0,0,1.429478,-1.000000
1.432149,-1.000000,0,0
0,0,1.432149,-1.000000
1.434820,-1.000000,0,0
0,0,1.434820,-1.000000
1.437492,-1.000000,0,0
0,0,1.437492,-1.000000
1.440163,-1.000000,0,0
0,0,1.440163,-1.000000
1.442834,-1.000000,0,0
0,0,1.442834,-1.000000
0,0,1.445505,-1.000000
1.445505,-1.000000,0,0
1.448176,-1.000000,0,0
0,0,1.448176,-1.000000
1.450847,-1.000000,0,0
0,0,1.450847,-1.000000
1.453519,-1.000000,0,0
0,0,1.453519,-1.000000
1.456190,-1.000000,0,0
0,0,1.456190,-1.000000
1.458861,-1.000000,0,0
0,0,1.458861,-1.000000
1.461532,-1.000000,0,0
0,0,1.461532,-1.000000
1.464203,-1.000000,0,0
0,0,1.464203,-1.000000
1.466874,-1.000000,0,0
0,0,1.466874,-1.000000
1.469546,-1.000000,0,0
0,0,1.469546,-1.000000
1.472217,-1.000000,0,0
0,0,1.472217,-1.000000
1.474888,-1.000000,0,0
0,0,1.474888,-1.000000
1.477559,-1.000000,0,0
0,0,1.477559,-1.000000
0,0,1.480230,-1.000000
1.480230,-1.000000,0,0
1.482902,-1.000000,0,0
0,0,1.482902,-1.000000
1.485573,-1.000000,0,0
0,0,1.485573,-1.000000
0,0,1.488244,-1.000000
1.488244,-1.000000,0,0
1.490915,-1.000000,0,0
0,0,1.490915,-1.000000
1.493586,-1.000000,0,0
0,0,1.493586,-1.000000
0,0,1.496258,-1.000000
1.496258,-1.000000,0,0
1.498929,-1.000000,0,0
0,0,1.498929,-1.000000
1.501600,-1.000000,0,0
0,0,1.501600,-1.000000
1.504271,-1.000000,0,0
0,0,1.504271,-1.000000
0,0,1.506942,-1.000000
1.506942,-1.000000,0,0
1.509614,-1.000000,0,0
0,0,1.509614,-1.000000
1.512285,-1.000000,0,0
0,0,1.512285,-1.000000
1.514956,-1.000000,0,0
0,0,1.514956,-1.000000
1.517627,-1.000000,0,0
0,0,1.517627,-1.000000
1.520298,-1.000000,0,0
0,0,1.520298,-1.000000
1.522970,-1.000000,0,0
0,0,1.522970,-1.000000
1.525641,-1.000000,0,0
0,0,1.525641,-1.000000
1.528312,-1.000000,0,0
0,0,1.528312,-1.000000
1.530983,-1.000000,0,0
0,0,1.530983,-1.000000
1.533654,-1.000000,0,0
0,0,1.533654,-1.000000
1.536326,-1.000000,0,0
0,0,1.536326,-1.000000
1.538997,-1.000000,0,0
0,0,1.538997,-1.000000
1.541668,-1.000000,0,0
0,0,1.541668,-1.000000
0,0,1.544339,-1.000000
1.544339,-1.000000,0,0
1.547010,-1.000000,0,0
0,0,1.547010,-1.000000
1.549682,-1.000000,0,0
0,0,1.549682,-1.000000
1.552353,-1.000000,0,0
0,0,1.552353,-1.000000
1.555024,-1.000000,0,0
0,0,1.555024,-1.000000
1.557695,-1.000000,0,0
0,0,1.557695,-1.000000
1.560366,-1.000000,0,0
0,0,1.560366,-1.000000
1.563038,-1.000000,0,0
0,0,1.563038,-1.000000
1.565709,-1.000000,0,0
0,0,1.565709,-1.000000
1.568380,-1.000000,0,0
0,0,1.568380,-1.000000
1.571051,-1.000000,0,0
0,0,1.571051,-1.000000
1.573722,-1.000000,0,0
0,0,1.573722,-1.000000
1.576394,-1.000000,0,0
0,0,1.576394,-1.000000
1.579065,-1.000000,0,0
0,0,1.579065,-1.000000
1.581736,-1.000000,0,0
0,0,1.581736,-1.000000
1.584407,-1.000000,0,0
0,0,1.584407,-1.000000
1.587078,-1.000000,0,0
0,0,1.587078,-1.000000
1.589750,-1.000000,0,0
0,0,1.589750,-1.000000
1.592421,-1.000000,0,0
0,0,1.592421,-1.000000
1.595092,-1.000000,0,0
0,0,1.595092,-1.000000
1.597763,-1.000000,0,0
0,0,1.597763,-1.000000
1.600434,-1.000000,0,0
0,0,1.600434,-1.000000
1.603106,-1.000000,0,0
0,0,1.603106,-1.000000
1.605777,-1.000000,0,0
0,0,1.605777,-1.000000
1.608448,-1.000000,0,0
0,0,1.608448,-1.000000
1.611119,-1.000000,0,0
0,0,1.611119,-1.000000
1.613790,-1.000000,0,0
0,0,1.613790,-1.000000
1.616462,-1.000000,0,0
0,0,1.616462,-1.000000
1.619133,-1.000000,0,0
0,0,1.619133,-1.000000
1.621804,-1.000000,0,0
0,0,1.621804,-1.000000
1.624475,-1.000000,0,0
0,0,1.624475,-1.000000
1.627146,-1.000000,0,0
0,0,1.627146,-1.000000
1.629818,-1.000000,0,0
0,0,1.629818,-1.000000
0,0,1.632489,-1.000000
1.632489,-1.000000,0,0
1.635160,-1.000000,0,0
0,0,1.635160,-1.000000
1.637831,-1.000000,0,0
0,0,1.637831,-1.000000
0,0,1.640502,-1.000000
1.640502,-1.000000,0,0
1.643174,-1.000000,0,0
0,0,1.643174,-1.000000
1.645845,-1.000000,0,0
0,0,1.645845,-1.000000
1.648516,-1.000000,0,0
0,0,1.648516,-1.000000
1.651187,-1.000000,0,0
0,0,1.651187,-1.000000
1.653858,-1.000000,0,0
0,0,1.653858,-1.000000
1.656530,-1.000000,0,0
0,0,1.656530,-1.000000
1.659201,-1.000000,0,0
0,0,1.659201,-1.000000
0,0,1.661872,-1.000000
1.661872,-1.000000,0,0
1.664543,-1.000000,0,0
0,0,1.664543,-1.000000
1.667214,-1.000000,0,0
0,0,1.667214,-1.000000
1.669886,-1.000000,0,0
0,0,1.669886,-1.000000
1.672557,-1.000000,0,0
0,0,1.672557,-1.000000
1.675228,-1.000000,0,0
0,0,1.675228,-1.000000
1.677899,-1.000000,0,0
0,0,1.677899,-1.000000
1.680570,-1.000000,0,0
0,0,1.680570,-1.000000
1.683241,-1.000000,0,0
0,0,1.683241,-1.000000
1.685913,-1.000000,0,0
0,0,1.685913,-1.000000
0,0,1.688584,-1.000000
1.688584,-1.000000,0,0
1.691255,-1.000000,0,0
0,0,1.691255,-1.000000
1.693926,-1.000000,0,0
0,0,1.693926,-1.000000
1.696598,-1.000000,0,0
0,0,1.696598,-1.000000
1.699269,-1.000000,0,0
0,0,1.699269,-1.000000
1.701940,-1.000000,0,0
0,0,1.701940,-1.000000
1.704611,-1.000000,0,0
0,0,1.704611,-1.000000
1.707282,-1.000000,0,0
0,0,1.707282,-1.000000
1.709953,-1.000000,0,0
0,0,1.709953,-1.000000
1.712625,-1.000000,0,0
0,0,1.712625,-1.000000
1.715296,-1.000000,0,0
0,0,1.715296,-1.000000
1.717967,-1.000000,0,0
0,0,1.717967,-1.000000
1.720638,-1.000000,0,0
0,0,1.720638,-1.000000
1.723309,-1.000000,0,0
0,0,1.723309,-1.000000
1.725981,-1.000000,0,0
0,0,1.725981,-1.000000
0,0,1.728652,-1.000000
1.728652,-1.000000,0,0
1.731323,-1.000000,0,0
0,0,1.731323,-1.000000
1.733994,-1.000000,0,0
0,0,1.733994,-1.000000
1.736665,-1.000000,0,0
0,0,1.736665,-1.000000
1.739336,-1.000000,0,0
0,0,1.739336,-1.000000
1.742008,-1.000000,0,0
0,0,1.742008,-1.000000
1.744679,-1.000000,0,0
0,0,1.744679,-1.000000
0,0,1.747350,-1.000000
1.747350,-1.000000,0,0
1.750021,-1.000000,0,0
0,0,1.750021,-1.000000
0,0,1.752692,-1.000000
1.752692,-1.000000,0,0
1.755364,-1.000000,0,0
0,0,1.755364,-1.000000
1.758035,-1.000000,0,0
0,0,1.758035,-1.000000
1.760706,-1.000000,0,0
0,0,1.760706,-1.000000
1.763377,-1.000000,0,0
0,0,1.763377,-1.000000
1.766048,-1.000000,0,0
0,0,1.766048,-1.000000
1.768720,-1.000000,0,0
0,0,1.768720,-1.000000
1.771391,-1.000000,0,0
0,0,1.771391,-1.000000
1.774062,-1.000000,0,0
0,0,1.774062,-1.000000
1.776733,-1.000000,0,0
0,0,1.776733,-1.000000
1.779404,-1.000000,0,0
0,0,1.779404,-1.000000
1.782076,-1.000000,0,0
0,0,1.782076,-1.000000
1.784747,-1.000000,0,0
0,0,1.784747,-1.000000
1.787418,-1.000000,0,0
0,0,1.787418,-1.000000
1.790089,-1.000000,0,0
0,0,1.790089,-1.000000
1.792760,-1.000000,0,0
0,0,1.792760,-1.000000
1.795432,-1.000000,0,0
0,0,1.795432,-1.000000
1.798103,-1.000000,0,0
0,0,1.798103,-1.000000
1.800774,-1.000000,0,0
0,0,1.800774,-1.000000
1.803445,-1.000000,0,0
0,0,1.803445,-1.000000
1.806116,-1.000000,0,0
0,0,1.806116,-1.000000
1.808788,-1.000000,0,0
0,0,1.808788,-1.000000
1.811459,-1.000000,0,0
0,0,1.811459,-1.000000
0,0,1.814130,-1.000000
1.814130,-1.000000,0,0
0,0,1.816801,-1.000000
1.816801,-1.000000,0,0
1.819472,-1.000000,0,0
0,0,1.819472,-1.000000
1.822143,-1.000000,0,0
0,0,1.822143,-1.000000
1.824815,-1.000000,0,0
0,0,1.824815,-1.000000
1.827486,-1.000000,0,0
0,0,1.827486,-1.000000
1.830157,-1.000000,0,0
0,0,1.830157,-1.000000
1.832828,-1.000000,0,0
0,0,1.832828,-1.000000
1.835499,-1.000000,0,0
0,0,1.835499,-1.000000
1.838171,-1.000000,0,0
0,0,1.838171,-1.000000
0,0,1.840842,-1.000000
1.840842,-1.000000,0,0
1.843513,-1.000000,0,0
0,0,1.843513,-1.000000
1.846184,-1.000000,0,0
0,0,1.846184,-1.000000
1.848855,-1.000000,0,0
0,0,1.848855,-1.000000
1.851527,-1.000000,0,0
0,0,1.851527,-1.000000
1.854198,-1.000000,0,0
0,0,1.854198,-1.000000
1.856869,-1.000000,0,0
0,0,1.856869,-1.000000
0,0,1.859540,-1.000000
1.859540,-1.000000,0,0
1.862211,-1.000000,0,0
0,0,1.862211,-1.000000
1.864883,-1.000000,0,0
0,0,1.864883,-1.000000
1.867554,-1.000000,0,0
0,0,1.867554,-1.000000
1.870225,-1.000000,0,0
0,0,1.870225,-1.000000
1.872896,-1.000000,0,0
0,0,1.872896,-1.000000
1.875567,-1.000000,0,0
0,0,1.875567,-1.000000
1.878239,-1.000000,0,0
0,0,1.878239,-1.000000
1.880910,-1.000000,0,0
0,0,1.880910,-1.000000
1.883581,-1.000000,0,0
0,0,1.883581,-1.000000
0,0,1.886252,-1.000000
1.886252,-1.000000,0,0
1.888923,-1.000000,0,0
0,0,1.888923,-1.000000
1.891594,-1.000000,0,0
0,0,1.891594,-1.000000
1.894266,-1.000000,0,0
0,0,1.894266,-1.000000
1.896937,-1.000000,0,0
0,0,1.896937,-1.000000
0,0,1.899608,-1.000000
1.899608,-1.000000,0,0
0,0,1.902279,-1.000000
1.902279,-1.000000,0,0
1.904950,-1.000000,0,0
0,0,1.904950,-1.000000
1.907622,-1.000000,0,0
0,0,1.907622,-1.000000
1.910293,-1.000000,0,0
0,0,1.910293,-1.000000
1.912964,-1.000000,0,0
0,0,1.912964,-1.000000
1.915635,-1.000000,0,0
0,0,1.915635,-1.000000
1.918306,-1.000000,0,0
0,0,1.918306,-1.000000
1.920978,-1.000000,0,0
0,0,1.920978,-1.000000
1.923649,-1.000000,0,0
0,0,1.923649,-1.000000
0,0,1.926320,-1.000000
1.926320,-1.000000,0,0
1.928991,-1.000000,0,0
0,0,1.928991,-1.000000
1.931662,-1.000000,0,0
0,0,1.931662,-1.000000
1.934334,-1.000000,0,0
0,0,1.934334,-1.000000
0,0,1.937005,-1.000000
1.937005,-1.000000,0,0
1.939676,-1.000000,0,0
0,0,1.939676,-1.000000
1.942347,-1.000000,0,0
0,0,1.942347,-1.000000
0,0,1.945018,-1.000000
1.945018,-1.000000,0,0
1.947690,-1.000000,0,0
0,0,1.947690,-1.000000
0,0,1.950361,-1.000000
1.950361,-1.000000,0,0
1.953032,-1.000000,0,0
0,0,1.953032,-1.000000
1.955703,-1.000000,0,0
0,0,1.955703,-1.000000
1.958374,-1.000000,0,0
0,0,1.958374,-1.000000
0,0,1.961046,-1.000000
1.961046,-1.000000,0,0
1.963717,-1.000000,0,0
0,0,1.963717,-1.000000
1.966388,-1.000000,0,0
0,0,1.966388,-1.000000
1.969059,-1.000000,0,0
0,0,1.969059,-1.000000
0,0,1.971730,-1.000000
1.971730,-1.000000,0,0
1.974402,-1.000000,0,0
0,0,1.974402,-1.000000
1.977073,-1.000000,0,0
0,0,1.977073,-1.000000
1.979744,-1.000000,0,0
0,0,1.979744,-1.000000
1.982415,-1.000000,0,0
0,0,1.982415,-1.000000
1.985086,-1.000000,0,0
0,0,1.985086,-1.000000
1.987757,-1.000000,0,0
0,0,1.987757,-1.000000
1.990429,-1.000000,0,0
0,0,1.990429,-1.000000
1.993100,-1.000000,0,0
0,0,1.993100,-1.000000
1.995771,-1.000000,0,0
0,0,1.995771,-1.000000
1.998442,-1.000000,0,0
0,0,1.998442,-1.000000
2.001113,-1.000000,0,0
0,0,2.001113,-1.000000
2.003785,-1.000000,0,0
0,0,2.003785,-1.000000
2.006456,-1.000000,0,0
0,0,2.006456,-1.000000
2.009127,-1.000000,0,0
0,0,2.009127,-1.000000
2.011798,-1.000000,0,0
0,0,2.011798,-1.000000
2.014469,-1.000000,0,0
0,0,2.014469,-1.000000
2.017141,-1.000000,0,0
0,0,2.017141,-1.000000
2.019812,-1.000000,0,0
0,0,2.019812,-1.000000
2.022483,-1.000000,0,0
0,0,2.022483,-1.000000
0,0,2.025154,-1.000000
2.025154,-1.000000,0,0
2.027825,-1.000000,0,0
0,0,2.027825,-1.000000
2.030497,-1.000000,0,0
0,0,2.030497,-1.000000
2.033168,-1.000000,0,0
0,0,2.033168,-1.000000
2.035839,-1.000000,0,0
0,0,2.035839,-1.000000
2.038510,-1.000000,0,0
0,0,2.038510,-1.000000
2.041181,-1.000000,0,0
0,0,2.041181,-1.000000
2.043853,-1.000000,0,0
0,0,2.043853,-1.000000
2.046524,-1.000000,0,0
0,0,2.046524,-1.000000
2.049195,-1.000000,0,0
0,0,2.049195,-1.000000
2.051866,-1.000000,0,0
0,0,2.051866,-1.000000
0,0,2.054537,-1.000000
2.054537,-1.000000,0,0
0,0,2.057209,-1.000000
2.057209,-1.000000,0,0
2.059880,-1.000000,0,0
0,0,2.059880,-1.000000
2.062551,-1.000000,0,0
0,0,2.062551,-1.000000
0,0,2.065222,-1.000000
2.065222,-1.000000,0,0
2.067893,-1.000000,0,0
0,0,2.067893,-1.000000
2.070565,-1.000000,0,0
0,0,2.070565,-1.000000
2.073236,-1.000000,0,0
0,0,2.073236,-1.000000
2.075907,-1.000000,0,0
0,0,2.075907,-1.000000
2.078578,-1.000000,0,0
0,0,2.078578,-1.000000
2.081249,-1.000000,0,0
0,0,2.081249,-1.000000
2.083920,-1.000000,0,0
0,0,2.083920,-1.000000
2.086592,-1.000000,0,0
0,0,2.086592,-1.000000
2.089263,-1.000000,0,0
0,0,2.089263,-1.000000
2.091934,-1.000000,0,0
0,0,2.091934,-1.000000
2.094605,-1.000000,0,0
0,0,2.094605,-1.000000
0,0,2.097277,-1.000000
2.097277,-1.000000,0,0
2.099948,-1.000000,0,0
0,0,2.099948,-1.000000
2.102619,-1.000000,0,0
0,0,2.102619,-1.000000
2.105290,-1.000000,0,0
0,0,2.105290,-1.000000
2.107961,-1.000000,0,0
0,0,2.107961,-1.000000
0,0,2.110632,-1.000000
2.110632,-1.000000,0,0
2.113304,-1.000000,0,0
0,0,2.113304,-1.000000
2.115975,-1.000000,0,0
0,0,2.115975,-1.000000
2.118646,-1.000000,0,0
0,0,2.118646,-1.000000
2.121317,-1.000000,0,0
0,0,2.121317,-1.000000
2.123988,-1.000000,0,0
0,0,2.123988,-1.000000
2.126659,-1.000000,0,0
0,0,2.126659,-1.000000
2.129331,-1.000000,0,0
0,0,2.129331,-1.000000
2.132002,-1.000000,0,0
0,0,2.132002,-1.000000
2.134673,-1.000000,0,0
0,0,2.134673,-1.000000
2.137344,-1.000000,0,0
0,0,2.137344,-1.000000
2.140015,-1.000000,0,0
0,0,2.140015,-1.000000
2.142687,-1.000000,0,0
0,0,2.142687,-1.000000
2.145358,-1.000000,0,0
0,0,2.145358,-1.000000
2.148029,-1.000000,0,0
0,0,2.148029,-1.000000
2.150700,-1.000000,0,0
0,0,2.150700,-1.000000
2.153371,-1.000000,0,0
0,0,2.153371,-1.000000
2.156043,-1.000000,0,0
0,0,2.156043,-1.000000
2.158714,-1.000000,0,0
0,0,2.158714,-1.000000
2.161385,-1.000000,0,0
0,0,2.161385,-1.000000
2.164056,-1.000000,0,0
0,0,2.164056,-1.000000
2.166727,-1.000000,0,0
0,0,2.166727,-1.000000
2.169398,-1.000000,0,0
0,0,2.169398,-1.000000
2.172070,-1.000000,0,0
0,0,2.172070,-1.000000
2.174741,-1.000000,0,0
0,0,2.174741,-1.000000
0,0,2.177412,-1.000000
2.177412,-1.000000,0,0
2.180083,-1.000000,0,0
0,0,2.180083,-1.000000
2.182754,-1.000000,0,0
0,0,2.182754,-1.000000
2.185425,-1.000000,0,0
0,0,2.185425,-1.000000
2.188097,-1.000000,0,0
0,0,2.188097,-1.000000
2.190768,-1.000000,0,0
0,0,2.190768,-1.000000
2.193439,-1.000000,0,0
0,0,2.193439,-1.000000
2.196110,-1.000000,0,0
0,0,2.196110,-1.000000
2.198781,-1.000000,0,0
0,0,2.198781,-1.000000
2.201453,-1.000000,0,0
0,0,2.201453,-1.000000
2.204124,-1.000000,0,0
0,0,2.204124,-1.000000
2.206795,-1.000000,0,0
0,0,2.206795,-1.000000
2.209466,-1.000000,0,0
0,0,2.209466,-1.000000
2.212137,-1.000000,0,0
0,0,2.212137,-1.000000
2.214809,-1.000000,0,0
0,0,2.214809,-1.000000
2.217480,-1.000000,0,0
0,0,2.217480,-1.000000
2.220151,-1.000000,0,0
0,0,2.220151,-1.000000
2.222822,-1.000000,0,0
0,0,2.222822,-1.000000
2.225493,-1.000000,0,0
0,0,2.225493,-1.000000
2.228165,-1.000000,0,0
0,0,2.228165,-1.000000
2.230836,-1.000000,0,0
0,0,2.230836,-1.000000
2.233507,-1.000000,0,0
0,0,2.233507,-1.000000
2.236178,-1.000000,0,0
0,0,2.236178,-1.000000
2.238849,-1.000000,0,0
0,0,2.238849,-1.000000
2.241520,-1.000000,0,0
0,0,2.241520,-1.000000
2.244192,-1.000000,0,0
0,0,2.244192,-1.000000
2.246863,-1.000000,0,0
0,0,2.246863,-1.000000
2.249534,-1.000000,0,0
0,0,2.249534,-1.000000
2.252205,-1.000000,0,0
0,0,2.252205,-1.000000
0,0,2.254876,-1.000000
2.254876,-1.000000,0,0
2.257547,-1.000000,0,0
0,0,2.257547,-1.000000
2.260219,-1.000000,0,0
0,0,2.260219,-1.000000
2.262890,-1.000000,0,0
0,0,2.262890,-1.000000
2.265561,-1.000000,0,0
0,0,2.265561,-1.000000
2.268232,-1.000000,0,0
0,0,2.268232,-1.000000
2.270903,-1.000000,0,0
0,0,2.270903,-1.000000
2.273575,-1.000000,0,0
0,0,2.273575,-1.000000
2.276246,-1.000000,0,0
0,0,2.276246,-1.000000
2.278917,-1.000000,0,0
0,0,2.278917,-1.000000
2.281588,-1.000000,0,0
0,0,2.281588,-1.000000
2.284259,-1.000000,0,0
0,0,2.284259,-1.000000
2.286931,-1.000000,0,0
0,0,2.286931,-1.000000
2.289602,-1.000000,0,0
0,0,2.289602,-1.000000
2.292273,-1.000000,0,0
0,0,2.292273,-1.000000
2.294944,-1.000000,0,0
0,0,2.294944,-1.000000
2.297615,-1.000000,0,0
0,0,2.297615,-1.000000
2.300287,-1.000000,0,0
0,0,2.300287,-1.000000
2.302958,-1.000000,0,0
0,0,2.302958,-1.000000
2.305629,-1.000000,0,0
0,0,2.305629,-1.000000
2.308300,-1.000000,0,0
0,0,2.308300,-1.000000
2.310971,-1.000000,0,0
0,0,2.310971,-1.000000
2.313642,-1.000000,0,0
0,0,2.313642,-1.000000
0,0,2.316314,-1.000000
2.316314,-1.000000,0,0
2.318985,-1.000000,0,0
0,0,2.318985,-1.000000
2.321656,-1.000000,0,0
0,0,2.321656,-1.000000
0,0,2.324327,-1.000000
2.324327,-1.000000,0,0
2.326998,-1.000000,0,0
0,0,2.326998,-1.000000
2.329670,-1.000000,0,0
0,0,2.329670,-1.000000
2.332341,-1.000000,0,0
0,0,2.332341,-1.000000
2.335012,-1.000000,0,0
0,0,2.335012,-1.000000
2.337683,-1.000000,0,0
0,0,2.337683,-1.000000
2.340354,-1.000000,0,0
0,0,2.340354,-1.000000
2.343026,-1.000000,0,0
0,0,2.343026,-1.000000
2.345697,-1.000000,0,0
0,0,2.345697,-1.000000
2.348368,-1.000000,0,0
0,0,2.348368,-1.000000
2.351039,-1.000000,0,0
0,0,2.351039,-1.000000
2.353710,-1.000000,0,0
0,0,2.353710,-1.000000
2.356382,-1.000000,0,0
0,0,2.356382,-1.000000
2.359053,-1.000000,0,0
0,0,2.359053,-1.000000
2.361724,-1.000000,0,0
0,0,2.361724,-1.000000
2.364395,-1.000000,0,0
0,0,2.364395,-1.000000
2.367066,-1.000000,0,0
0,0,2.367066,-1.000000
2.369737,-1.000000,0,0
0,0,2.369737,-1.000000
2.372409,-1.000000,0,0
0,0,2.372409,-1.000000
2.375080,-1.000000,0,0
0,0,2.375080,-1.000000
2.377751,-1.000000,0,0
0,0,2.377751,-1.000000
2.380422,-1.000000,0,0
0,0,2.380422,-1.000000
2.383093,-1.000000,0,0
0,0,2.383093,-1.000000
2.385764,-1.000000,0,0
0,0,2.385764,-1.000000
2.388436,-1.000000,0,0
0,0,2.388436,-1.000000
2.391107,-1.000000,0,0
0,0,2.391107,-1.000000
2.393778,-1.000000,0,0
0,0,2.393778,-1.000000
2.396449,-1.000000,0,0
0,0,2.396449,-1.000000
0,0,2.399120,-1.000000
2.399120,-1.000000,0,0
2.401792,-1.000000,0,0
0,0,2.401792,-1.000000
2.404463,-1.000000,0,0
0,0,2.404463,-1.000000
2.407134,-1.000000,0,0
0,0,2.407134,-1.000000
2.409805,-1.000000,0,0
0,0,2.409805,-1.000000
2.412476,-1.000000,0,0
0,0,2.412476,-1.000000
2.415148,-1.000000,0,0
0,0,2.415148,-1.000000
2.417819,-1.000000,0,0
0,0,2.417819,-1.000000
2.420490,-1.000000,0,0
0,0,2.420490,-1.000000
2.423161,-1.000000,0,0
0,0,2.423161,-1.000000
2.425832,-1.000000,0,0
0,0,2.425832,-1.000000
2.428504,-1.000000,0,0
0,0,2.428504,-1.000000
2.431175,-1.000000,0,0
0,0,2.431175,-1.000000
2.433846,-1.000000,0,0
0,0,2.433846,-1.000000
2.436517,-1.000000,0,0
0,0,2.436517,-1.000000
2.439188,-1.000000,0,0
0,0,2.439188,-1.000000
0,0,2.441859,-1.000000
2.441859,-1.000000,0,0
2.444531,-1.000000,0,0
0,0,2.444531,-1.000000
2.447202,-1.000000,0,0
0,0,2.447202,-1.000000
2.449873,-1.000000,0,0
0,0,2.449873,-1.000000
2.452544,-1.000000,0,0
0,0,2.452544,-1.000000
2.455215,-1.000000,0,0
0,0,2.455215,-1.000000
2.457886,-1.000000,0,0
0,0,2.457886,-1.000000
2.460558,-1.000000,0,0
0,0,2.460558,-1.000000
2.463229,-1.000000,0,0
0,0,2.463229,-1.000000
2.465900,-1.000000,0,0
0,0,2.465900,-1.000000
0,0,2.468571,-1.000000
2.468571,-1.000000,0,0
2.471242,-1.000000,0,0
0,0,2.471242,-1.000000
2.473914,-1.000000,0,0
0,0,2.473914,-1.000000
2.476585,-1.000000,0,0
