time_alpha,amp_alpha,time_gamma,amp_gamma
0,0,35.110274,-1.000000
35.112946,-1.000000,0,0
0,0,35.112946,-1.000000
35.115617,-1.000000,0,0
0,0,35.115617,-1.000000
35.118288,-1.000000,0,0
0,0,35.118288,-1.000000
35.120959,-1.000000,0,0
0,0,35.120959,-1.000000
35.123630,-1.000000,0,0
0,0,35.123630,-1.000000
35.126301,-1.000000,0,0
0,0,35.126301,-1.000000
35.128973,-1.000000,0,0
0,0,35.128973,-1.000000
35.131644,-1.000000,0,0
0,0,35.131644,-1.000000
35.134315,-1.000000,0,0
0,0,35.134315,-1.000000
35.136986,-1.000000,0,0
0,0,35.136986,-1.000000
35.139657,-1.000000,0,0
0,0,35.139657,-1.000000
35.142328,-1.000000,0,0
0,0,35.142328,-1.000000
35.145000,-1.000000,0,0
0,0,35.145000,-1.000000
35.147671,-1.000000,0,0
0,0,35.147671,-1.000000
35.150342,-1.000000,0,0
0,0,35.150342,-1.000000
35.153013,-1.000000,0,0
0,0,35.153013,-1.000000
35.155684,-1.000000,0,0
0,0,35.155684,-1.000000
35.158356,-1.000000,0,0
0,0,35.158356,-1.000000
35.161027,-1.000000,0,0
0,0,35.161027,-1.000000
35.163698,-1.000000,0,0
0,0,35.163698,-1.000000
35.166369,-1.000000,0,0
0,0,35.166369,-1.000000
35.169040,-1.000000,0,0
0,0,35.169040,-1.000000
35.171711,-1.000000,0,0
0,0,35.171711,-1.000000
35.174382,-1.000000,0,0
0,0,35.174382,-1.000000
35.177054,-1.000000,0,0
0,0,35.177054,-1.000000
0,0,35.179725,-1.000000
35.179725,-1.000000,0,0
35.182396,-1.000000,0,0
0,0,35.182396,-1.000000
35.185067,-1.000000,0,0
0,0,35.185067,-1.000000
35.187738,-1.000000,0,0
0,0,35.187738,-1.000000
35.190409,-1.000000,0,0
0,0,35.190409,-1.000000
0,0,35.193081,-1.000000
35.193081,-1.000000,0,0
35.195752,-1.000000,0,0
0,0,35.195752,-1.000000
35.198423,-1.000000,0,0
0,0,35.198423,-1.000000
35.201094,-1.000000,0,0
0,0,35.201094,-1.000000
35.203765,-1.000000,0,0
0,0,35.203765,-1.000000
35.206436,-1.000000,0,0
0,0,35.206436,-1.000000
35.209107,-1.000000,0,0
0,0,35.209107,-1.000000
35.211779,-1.000000,0,0
0,0,35.211779,-1.000000
35.214450,-1.000000,0,0
0,0,35.214450,-1.000000
35.217121,-1.000000,0,0
0,0,35.217121,-1.000000
35.219792,-1.000000,0,0
0,0,35.219792,-1.000000
0,0,35.222463,-1.000000
35.222463,-1.000000,0,0
35.225135,-1.000000,0,0
0,0,35.225135,-1.000000
35.227806,-1.000000,0,0
0,0,35.227806,-1.000000
35.230477,-1.000000,0,0
0,0,35.230477,-1.000000
35.233148,-1.000000,0,0
0,0,35.233148,-1.000000
0,0,35.235819,-1.000000
35.235819,-1.000000,0,0
35.238490,-1.000000,0,0
0,0,35.238490,-1.000000
35.241161,-1.000000,0,0
0,0,35.241161,-1.000000
35.243833,-1.000000,0,0
0,0,35.243833,-1.000000
35.246504,-1.000000,0,0
0,0,35.246504,-1.000000
35.249175,-1.000000,0,0
0,0,35.249175,-1.000000
35.251846,-1.000000,0,0
0,0,35.251846,-1.000000
35.254517,-1.000000,0,0
0,0,35.254517,-1.000000
0,0,35.257188,-1.000000
35.257188,-1.000000,0,0
35.259860,-1.000000,0,0
0,0,35.259860,-1.000000
35.262531,-1.000000,0,0
0,0,35.262531,-1.000000
35.265202,-1.000000,0,0
0,0,35.265202,-1.000000
35.267873,-1.000000,0,0
0,0,35.267873,-1.000000
35.270544,-1.000000,0,0
0,0,35.270544,-1.000000
35.273216,-1.000000,0,0
0,0,35.273216,-1.000000
0,0,35.275887,-1.000000
35.275887,-1.000000,0,0
0,0,35.278558,-1.000000
35.278558,-1.000000,0,0
35.281229,-1.000000,0,0
0,0,35.281229,-1.000000
35.283900,-1.000000,0,0
0,0,35.283900,-1.000000
35.286571,-1.000000,0,0
0,0,35.286571,-1.000000
35.289242,-1.000000,0,0
0,0,35.289242,-1.000000
35.291914,-1.000000,0,0
0,0,35.291914,-1.000000
35.294585,-1.000000,0,0
0,0,35.294585,-1.000000
35.297256,-1.000000,0,0
0,0,35.297256,-1.000000
0,0,35.299927,-1.000000
35.299927,-1.000000,0,0
35.302598,-1.000000,0,0
0,0,35.302598,-1.000000
35.305269,-1.000000,0,0
0,0,35.305269,-1.000000
35.307941,-1.000000,0,0
0,0,35.307941,-1.000000
35.310612,-1.000000,0,0
0,0,35.310612,-1.000000
0,0,35.313283,-1.000000
35.313283,-1.000000,0,0
35.315954,-1.000000,0,0
0,0,35.315954,-1.000000
35.318625,-1.000000,0,0
0,0,35.318625,-1.000000
35.321296,-1.000000,0,0
0,0,35.321296,-1.000000
35.323968,-1.000000,0,0
0,0,35.323968,-1.000000
35.326639,-1.000000,0,0
0,0,35.326639,-1.000000
35.329310,-1.000000,0,0
0,0,35.329310,-1.000000
35.331981,-1.000000,0,0
0,0,35.331981,-1.000000
35.334652,-1.000000,0,0
0,0,35.334652,-1.000000
35.337323,-1.000000,0,0
0,0,35.337323,-1.000000
35.339995,-1.000000,0,0
0,0,35.339995,-1.000000
35.342666,-1.000000,0,0
0,0,35.342666,-1.000000
35.345337,-1.000000,0,0
0,0,35.345337,-1.000000
35.348008,-1.000000,0,0
0,0,35.348008,-1.000000
35.350679,-1.000000,0,0
0,0,35.350679,-1.000000
35.353350,-1.000000,0,0
0,0,35.353350,-1.000000
35.356022,-1.000000,0,0
0,0,35.356022,-1.000000
35.358693,-1.000000,0,0
0,0,35.358693,-1.000000
35.361364,-1.000000,0,0
0,0,35.361364,-1.000000
0,0,35.364035,-1.000000
35.364035,-1.000000,0,0
35.366706,-1.000000,0,0
0,0,35.366706,-1.000000
35.369377,-1.000000,0,0
0,0,35.369377,-1.000000
35.372049,-1.000000,0,0
0,0,35.372049,-1.000000
35.374720,-1.000000,0,0
0,0,35.374720,-1.000000
35.377391,-1.000000,0,0
0,0,35.377391,-1.000000
0,0,35.380062,-1.000000
35.380062,-1.000000,0,0
35.382733,-1.000000,0,0
0,0,35.382733,-1.000000
35.385404,-1.000000,0,0
0,0,35.385404,-1.000000
35.388075,-1.000000,0,0
0,0,35.388075,-1.000000
35.390747,-1.000000,0,0
0,0,35.390747,-1.000000
35.393418,-1.000000,0,0
0,0,35.393418,-1.000000
35.396089,-1.000000,0,0
0,0,35.396089,-1.000000
35.398760,-1.000000,0,0
0,0,35.398760,-1.000000
35.401431,-1.000000,0,0
0,0,35.401431,-1.000000
35.404102,-1.000000,0,0
0,0,35.404102,-1.000000
0,0,35.406774,-1.000000
35.406774,-1.000000,0,0
35.409445,-1.000000,0,0
0,0,35.409445,-1.000000
35.412116,-1.000000,0,0
0,0,35.412116,-1.000000
35.414787,-1.000000,0,0
0,0,35.414787,-1.000000
35.417458,-1.000000,0,0
0,0,35.417458,-1.000000
35.420130,-1.000000,0,0
0,0,35.420130,-1.000000
35.422801,-1.000000,0,0
0,0,35.422801,-1.000000
35.425472,-1.000000,0,0
0,0,35.425472,-1.000000
35.428143,-1.000000,0,0
0,0,35.428143,-1.000000
35.430814,-1.000000,0,0
0,0,35.430814,-1.000000
35.433485,-1.000000,0,0
0,0,35.433485,-1.000000
35.436156,-1.000000,0,0
0,0,35.436156,-1.000000
35.438828,-1.000000,0,0
0,0,35.438828,-1.000000
35.441499,-1.000000,0,0
0,0,35.441499,-1.000000
35.444170,-1.000000,0,0
0,0,35.444170,-1.000000
35.446841,-1.000000,0,0
0,0,35.446841,-1.000000
35.449512,-1.000000,0,0
0,0,35.449512,-1.000000
35.452184,-1.000000,0,0
0,0,35.452184,-1.000000
35.454855,-1.000000,0,0
0,0,35.454855,-1.000000
0,0,35.457526,-1.000000
35.457526,-1.000000,0,0
35.460197,-1.000000,0,0
0,0,35.460197,-1.000000
35.462868,-1.000000,0,0
0,0,35.462868,-1.000000
35.465539,-1.000000,0,0
0,0,35.465539,-1.000000
35.468210,-1.000000,0,0
0,0,35.468210,-1.000000
35.470882,-1.000000,0,0
0,0,35.470882,-1.000000
35.473553,-1.000000,0,0
0,0,35.473553,-1.000000
35.476224,-1.000000,0,0
0,0,35.476224,-1.000000
35.478895,-1.000000,0,0
0,0,35.478895,-1.000000
35.481566,-1.000000,0,0
0,0,35.481566,-1.000000
35.484237,-1.000000,0,0
0,0,35.484237,-1.000000
35.486909,-1.000000,0,0
0,0,35.486909,-1.000000
35.489580,-1.000000,0,0
0,0,35.489580,-1.000000
35.492251,-1.000000,0,0
0,0,35.492251,-1.000000
35.494922,-1.000000,0,0
0,0,35.494922,-1.000000
35.497593,-1.000000,0,0
0,0,35.497593,-1.000000
35.500264,-1.000000,0,0
0,0,35.500264,-1.000000
35.502936,-1.000000,0,0
0,0,35.502936,-1.000000
35.505607,-1.000000,0,0
0,0,35.505607,-1.000000
35.508278,-1.000000,0,0
0,0,35.508278,-1.000000
35.510949,-1.000000,0,0
0,0,35.510949,-1.000000
0,0,35.513620,-1.000000
35.513620,-1.000000,0,0
35.516291,-1.000000,0,0
0,0,35.516291,-1.000000
35.518963,-1.000000,0,0
0,0,35.518963,-1.000000
35.521634,-1.000000,0,0
0,0,35.521634,-1.000000
35.524305,-1.000000,0,0
0,0,35.524305,-1.000000
35.526976,-1.000000,0,0
0,0,35.526976,-1.000000
35.529647,-1.000000,0,0
0,0,35.529647,-1.000000
35.532318,-1.000000,0,0
0,0,35.532318,-1.000000
35.534990,-1.000000,0,0
0,0,35.534990,-1.000000
35.537661,-1.000000,0,0
0,0,35.537661,-1.000000
35.540332,-1.000000,0,0
0,0,35.540332,-1.000000
35.543003,-1.000000,0,0
0,0,35.543003,-1.000000
35.545674,-1.000000,0,0
0,0,35.545674,-1.000000
35.548345,-1.000000,0,0
0,0,35.548345,-1.000000
35.551017,-1.000000,0,0
0,0,35.551017,-1.000000
35.553688,-1.000000,0,0
0,0,35.553688,-1.000000
35.556359,-1.000000,0,0
0,0,35.556359,-1.000000
35.559030,-1.000000,0,0
0,0,35.559030,-1.000000
35.561701,-1.000000,0,0
0,0,35.561701,-1.000000
35.564372,-1.000000,0,0
0,0,35.564372,-1.000000
35.567043,-1.000000,0,0
0,0,35.567043,-1.000000
35.569715,-1.000000,0,0
0,0,35.569715,-1.000000
35.572386,-1.000000,0,0
0,0,35.572386,-1.000000
35.575057,-1.000000,0,0
0,0,35.575057,-1.000000
35.577728,-1.000000,0,0
0,0,35.577728,-1.000000
35.580399,-1.000000,0,0
0,0,35.580399,-1.000000
35.583070,-1.000000,0,0
0,0,35.583070,-1.000000
35.585742,-1.000000,0,0
0,0,35.585742,-1.000000
35.588413,-1.000000,0,0
0,0,35.588413,-1.000000
35.591084,-1.000000,0,0
0,0,35.591084,-1.000000
35.593755,-1.000000,0,0
0,0,35.593755,-1.000000
35.596426,-1.000000,0,0
0,0,35.596426,-1.000000
35.599098,-1.000000,0,0
0,0,35.599098,-1.000000
35.601768,-1.000000,0,0
0,0,35.601768,-1.000000
35.604440,-1.000000,0,0
0,0,35.604440,-1.000000
35.607111,-1.000000,0,0
0,0,35.607111,-1.000000
35.609782,-1.000000,0,0
0,0,35.609782,-1.000000
35.612453,-1.000000,0,0
0,0,35.612453,-1.000000
35.615124,-1.000000,0,0
0,0,35.615124,-1.000000
35.617796,-1.000000,0,0
0,0,35.617796,-1.000000
35.620467,-1.000000,0,0
0,0,35.620467,-1.000000
35.623138,-1.000000,0,0
0,0,35.623138,-1.000000
35.625809,-1.000000,0,0
0,0,35.625809,-1.000000
35.628480,-1.000000,0,0
0,0,35.628480,-1.000000
35.631151,-1.000000,0,0
0,0,35.631151,-1.000000
0,0,35.633822,-1.000000
35.633822,-1.000000,0,0
0,0,35.636494,-1.000000
35.636494,-1.000000,0,0
35.639165,-1.000000,0,0
0,0,35.639165,-1.000000
0,0,35.641836,-1.000000
35.641836,-1.000000,0,0
35.644507,-1.000000,0,0
0,0,35.644507,-1.000000
35.647178,-1.000000,0,0
0,0,35.647178,-1.000000
35.649849,-1.000000,0,0
0,0,35.649849,-1.000000
35.652521,-1.000000,0,0
0,0,35.652521,-1.000000
35.655192,-1.000000,0,0
0,0,35.655192,-1.000000
35.657863,-1.000000,0,0
0,0,35.657863,-1.000000
35.660534,-1.000000,0,0
0,0,35.660534,-1.000000
35.663205,-1.000000,0,0
0,0,35.663205,-1.000000
35.665876,-1.000000,0,0
0,0,35.665876,-1.000000
0,0,35.668547,-1.000000
35.668547,-1.000000,0,0
35.671219,-1.000000,0,0
0,0,35.671219,-1.000000
35.673890,-1.000000,0,0
0,0,35.673890,-1.000000
35.676561,-1.000000,0,0
0,0,35.676561,-1.000000
35.679232,-1.000000,0,0
0,0,35.679232,-1.000000
35.681903,-1.000000,0,0
0,0,35.681903,-1.000000
35.684574,-1.000000,0,0
0,0,35.684574,-1.000000
35.687246,-1.000000,0,0
0,0,35.687246,-1.000000
35.689917,-1.000000,0,0
0,0,35.689917,-1.000000
35.692588,-1.000000,0,0
0,0,35.692588,-1.000000
35.695259,-1.000000,0,0
0,0,35.695259,-1.000000
35.697930,-1.000000,0,0
0,0,35.697930,-1.000000
35.700601,-1.000000,0,0
0,0,35.700601,-1.000000
35.703273,-1.000000,0,0
0,0,35.703273,-1.000000
35.705944,-1.000000,0,0
0,0,35.705944,-1.000000
35.708615,-1.000000,0,0
0,0,35.708615,-1.000000
35.711286,-1.000000,0,0
0,0,35.711286,-1.000000
35.713957,-1.000000,0,0
0,0,35.713957,-1.000000
0,0,35.716628,-1.000000
35.716628,-1.000000,0,0
35.719300,-1.000000,0,0
0,0,35.719300,-1.000000
35.721971,-1.000000,0,0
0,0,35.721971,-1.000000
35.724642,-1.000000,0,0
0,0,35.724642,-1.000000
35.727313,-1.000000,0,0
0,0,35.727313,-1.000000
35.729984,-1.000000,0,0
0,0,35.729984,-1.000000
35.732655,-1.000000,0,0
0,0,35.732655,-1.000000
35.735326,-1.000000,0,0
0,0,35.735326,-1.000000
35.737998,-1.000000,0,0
0,0,35.737998,-1.000000
35.740669,-1.000000,0,0
0,0,35.740669,-1.000000
35.743340,-1.000000,0,0
0,0,35.743340,-1.000000
35.746011,-1.000000,0,0
0,0,35.746011,-1.000000
0,0,35.748682,-1.000000
35.748682,-1.000000,0,0
0,0,35.751353,-1.000000
35.751353,-1.000000,0,0
0,0,35.754024,-1.000000
35.754024,-1.000000,0,0
35.756696,-1.000000,0,0
0,0,35.756696,-1.000000
35.759367,-1.000000,0,0
0,0,35.759367,-1.000000
35.762038,-1.000000,0,0
0,0,35.762038,-1.000000
35.764709,-1.000000,0,0
0,0,35.764709,-1.000000
35.767380,-1.000000,0,0
0,0,35.767380,-1.000000
35.770051,-1.000000,0,0
0,0,35.770051,-1.000000
0,0,35.772723,-1.000000
35.772723,-1.000000,0,0
35.775394,-1.000000,0,0
0,0,35.775394,-1.000000
35.778065,-1.000000,0,0
0,0,35.778065,-1.000000
35.780736,-1.000000,0,0
0,0,35.780736,-1.000000
35.783407,-1.000000,0,0
0,0,35.783407,-1.000000
35.786078,-1.000000,0,0
0,0,35.786078,-1.000000
35.788749,-1.000000,0,0
0,0,35.788749,-1.000000
35.791421,-1.000000,0,0
0,0,35.791421,-1.000000
35.794092,-1.000000,0,0
0,0,35.794092,-1.000000
35.796763,-1.000000,0,0
0,0,35.796763,-1.000000
0,0,35.799434,-1.000000
35.799434,-1.000000,0,0
35.802105,-1.000000,0,0
0,0,35.802105,-1.000000
35.804776,-1.000000,0,0
0,0,35.804776,-1.000000
0,0,35.807448,-1.000000
35.807448,-1.000000,0,0
35.810119,-1.000000,0,0
0,0,35.810119,-1.000000
0,0,35.812790,-1.000000
35.812790,-1.000000,0,0
35.815461,-1.000000,0,0
0,0,35.815461,-1.000000
35.818132,-1.000000,0,0
0,0,35.818132,-1.000000
35.820803,-1.000000,0,0
0,0,35.820803,-1.000000
35.823475,-1.000000,0,0
0,0,35.823475,-1.000000
35.826146,-1.000000,0,0
0,0,35.826146,-1.000000
35.828817,-1.000000,0,0
0,0,35.828817,-1.000000
35.831488,-1.000000,0,0
0,0,35.831488,-1.000000
35.834159,-1.000000,0,0
0,0,35.834159,-1.000000
35.836830,-1.000000,0,0
0,0,35.836830,-1.000000
35.839502,-1.000000,0,0
0,0,35.839502,-1.000000
35.842173,-1.000000,0,0
0,0,35.842173,-1.000000
35.844844,-1.000000,0,0
0,0,35.844844,-1.000000
0,0,35.847515,-1.000000
35.847515,-1.000000,0,0
35.850186,-1.000000,0,0
0,0,35.850186,-1.000000
35.852857,-1.000000,0,0
0,0,35.852857,-1.000000
35.855529,-1.000000,0,0
0,0,35.855529,-1.000000
35.858200,-1.000000,0,0
0,0,35.858200,-1.000000
35.860871,-1.000000,0,0
0,0,35.860871,-1.000000
35.863542,-1.000000,0,0
0,0,35.863542,-1.000000
35.866213,-1.000000,0,0
0,0,35.866213,-1.000000
0,0,35.868884,-1.000000
35.868884,-1.000000,0,0
35.871555,-1.000000,0,0
0,0,35.871555,-1.000000
35.874227,-1.000000,0,0
0,0,35.874227,-1.000000
35.876898,-1.000000,0,0
0,0,35.876898,-1.000000
35.879569,-1.000000,0,0
0,0,35.879569,-1.000000
35.882240,-1.000000,0,0
0,0,35.882240,-1.000000
35.884911,-1.000000,0,0
0,0,35.884911,-1.000000
0,0,35.887582,-1.000000
35.887582,-1.000000,0,0
35.890254,-1.000000,0,0
0,0,35.890254,-1.000000
0,0,35.892925,-1.000000
35.892925,-1.000000,0,0
35.895596,-1.000000,0,0
0,0,35.895596,-1.000000
35.898267,-1.000000,0,0
0,0,35.898267,-1.000000
35.900938,-1.000000,0,0
0,0,35.900938,-1.000000
0,0,35.903609,-1.000000
35.903609,-1.000000,0,0
35.906281,-1.000000,0,0
0,0,35.906281,-1.000000
35.908952,-1.000000,0,0
0,0,35.908952,-1.000000
35.911623,-1.000000,0,0
0,0,35.911623,-1.000000
35.914294,-1.000000,0,0
0,0,35.914294,-1.000000
35.916965,-1.000000,0,0
0,0,35.916965,-1.000000
35.919636,-1.000000,0,0
0,0,35.919636,-1.000000
35.922307,-1.000000,0,0
0,0,35.922307,-1.000000
0,0,35.924979,-1.000000
35.924979,-1.000000,0,0
35.927650,-1.000000,0,0
0,0,35.927650,-1.000000
35.930321,-1.000000,0,0
0,0,35.930321,-1.000000
35.932992,-1.000000,0,0
0,0,35.932992,-1.000000
35.935663,-1.000000,0,0
0,0,35.935663,-1.000000
35.938334,-1.000000,0,0
0,0,35.938334,-1.000000
35.941005,-1.000000,0,0
0,0,35.941005,-1.000000
35.943677,-1.000000,0,0
0,0,35.943677,-1.000000
35.946348,-1.000000,0,0
0,0,35.946348,-1.000000
35.949019,-1.000000,0,0
0,0,35.949019,-1.000000
35.951690,-1.000000,0,0
0,0,35.951690,-1.000000
35.954361,-1.000000,0,0
0,0,35.954361,-1.000000
35.957032,-1.000000,0,0
0,0,35.957032,-1.000000
35.959704,-1.000000,0,0
0,0,35.959704,-1.000000
35.962375,-1.000000,0,0
0,0,35.962375,-1.000000
0,0,35.965046,-1.000000
35.965046,-1.000000,0,0
35.967717,-1.000000,0,0
0,0,35.967717,-1.000000
35.970388,-1.000000,0,0
0,0,35.970388,-1.000000
35.973059,-1.000000,0,0
0,0,35.973059,-1.000000
35.975731,-1.000000,0,0
0,0,35.975731,-1.000000
35.978402,-1.000000,0,0
0,0,35.978402,-1.000000
35.981073,-1.000000,0,0
0,0,35.981073,-1.000000
35.983744,-1.000000,0,0
0,0,35.983744,-1.000000
0,0,35.986415,-1.000000
35.986415,-1.000000,0,0
35.989086,-1.000000,0,0
0,0,35.989086,-1.000000
35.991758,-1.000000,0,0
0,0,35.991758,-1.000000
35.994429,-1.000000,0,0
0,0,35.994429,-1.000000
35.997100,-1.000000,0,0
0,0,35.997100,-1.000000
35.999771,-1.000000,0,0
0,0,35.999771,-1.000000
36.002442,-1.000000,0,0
0,0,36.002442,-1.000000
36.005113,-1.000000,0,0
0,0,36.005113,-1.000000
36.007784,-1.000000,0,0
0,0,36.007784,-1.000000
36.010456,-1.000000,0,0
0,0,36.010456,-1.000000
0,0,36.013127,-1.000000
36.013127,-1.000000,0,0
36.015798,-1.000000,0,0
0,0,36.015798,-1.000000
36.018469,-1.000000,0,0
0,0,36.018469,-1.000000
36.021140,-1.000000,0,0
0,0,36.021140,-1.000000
36.023811,-1.000000,0,0
0,0,36.023811,-1.000000
36.026483,-1.000000,0,0
0,0,36.026483,-1.000000
36.029154,-1.000000,0,0
0,0,36.029154,-1.000000
36.031825,-1.000000,0,0
0,0,36.031825,-1.000000
36.034496,-1.000000,0,0
0,0,36.034496,-1.000000
36.037167,-1.000000,0,0
0,0,36.037167,-1.000000
36.039838,-1.000000,0,0
0,0,36.039838,-1.000000
36.042510,-1.000000,0,0
0,0,36.042510,-1.000000
36.045181,-1.000000,0,0
0,0,36.045181,-1.000000
36.047852,-1.000000,0,0
0,0,36.047852,-1.000000
36.050523,-1.000000,0,0
0,0,36.050523,-1.000000
36.053194,-1.000000,0,0
0,0,36.053194,-1.000000
36.055865,-1.000000,0,0
0,0,36.055865,-1.000000
36.058537,-1.000000,0,0
0,0,36.058537,-1.000000
36.061208,-1.000000,0,0
0,0,36.061208,-1.000000
36.063879,-1.000000,0,0
0,0,36.063879,-1.000000
36.066550,-1.000000,0,0
0,0,36.066550,-1.000000
36.069221,-1.000000,0,0
0,0,36.069221,-1.000000
0,0,36.071892,-1.000000
36.071892,-1.000000,0,0
36.074563,-1.000000,0,0
0,0,36.074563,-1.000000
36.077235,-1.000000,0,0
0,0,36.077235,-1.000000
0,0,36.079906,-1.000000
36.079906,-1.000000,0,0
0,0,36.082577,-1.000000
36.082577,-1.000000,0,0
36.085248,-1.000000,0,0
0,0,36.085248,-1.000000
36.087919,-1.000000,0,0
0,0,36.087919,-1.000000
36.090591,-1.000000,0,0
0,0,36.090591,-1.000000
36.093262,-1.000000,0,0
0,0,36.093262,-1.000000
36.095933,-1.000000,0,0
0,0,36.095933,-1.000000
36.098604,-1.000000,0,0
0,0,36.098604,-1.000000
36.101275,-1.000000,0,0
0,0,36.101275,-1.000000
36.103946,-1.000000,0,0
0,0,36.103946,-1.000000
0,0,36.106618,-1.000000
36.106617,-1.000000,0,0
36.109289,-1.000000,0,0
0,0,36.109289,-1.000000
0,0,36.111960,-1.000000
36.111960,-1.000000,0,0
36.114631,-1.000000,0,0
0,0,36.114631,-1.000000
36.117302,-1.000000,0,0
0,0,36.117302,-1.000000
36.119973,-1.000000,0,0
0,0,36.119973,-1.000000
36.122645,-1.000000,0,0
0,0,36.122645,-1.000000
36.125316,-1.000000,0,0
0,0,36.125316,-1.000000
36.127987,-1.000000,0,0
0,0,36.127987,-1.000000
36.130658,-1.000000,0,0
0,0,36.130658,-1.000000
36.133329,-1.000000,0,0
0,0,36.133329,-1.000000
36.136000,-1.000000,0,0
0,0,36.136000,-1.000000
36.138672,-1.000000,0,0
0,0,36.138672,-1.000000
36.141343,-1.000000,0,0
0,0,36.141343,-1.000000
36.144014,-1.000000,0,0
0,0,36.144014,-1.000000
36.146685,-1.000000,0,0
0,0,36.146685,-1.000000
36.149356,-1.000000,0,0
0,0,36.149356,-1.000000
36.152027,-1.000000,0,0
0,0,36.152027,-1.000000
36.154699,-1.000000,0,0
0,0,36.154699,-1.000000
36.157370,-1.000000,0,0
0,0,36.157370,-1.000000
0,0,36.160041,-1.000000
36.160041,-1.000000,0,0
36.162712,-1.000000,0,0
0,0,36.162712,-1.000000
36.165383,-1.000000,0,0
0,0,36.165383,-1.000000
36.168054,-1.000000,0,0
0,0,36.168054,-1.000000
36.170726,-1.000000,0,0
0,0,36.170726,-1.000000
36.173397,-1.000000,0,0
0,0,36.173397,-1.000000
36.176068,-1.000000,0,0
0,0,36.176068,-1.000000
36.178739,-1.000000,0,0
0,0,36.178739,-1.000000
36.181410,-1.000000,0,0
0,0,36.181410,-1.000000
36.184081,-1.000000,0,0
0,0,36.184081,-1.000000
36.186752,-1.000000,0,0
0,0,36.186753,-1.000000
36.189424,-1.000000,0,0
0,0,36.189424,-1.000000
36.192095,-1.000000,0,0
0,0,36.192095,-1.000000
36.194766,-1.000000,0,0
0,0,36.194766,-1.000000
36.197437,-1.000000,0,0
0,0,36.197437,-1.000000
36.200108,-1.000000,0,0
0,0,36.200108,-1.000000
36.202780,-1.000000,0,0
0,0,36.202780,-1.000000
36.205451,-1.000000,0,0
0,0,36.205451,-1.000000
36.208122,-1.000000,0,0
0,0,36.208122,-1.000000
36.210793,-1.000000,0,0
0,0,36.210793,-1.000000
36.213464,-1.000000,0,0
0,0,36.213464,-1.000000
36.216135,-1.000000,0,0
0,0,36.216135,-1.000000
36.218807,-1.000000,0,0
0,0,36.218807,-1.000000
36.221478,-1.000000,0,0
0,0,36.221478,-1.000000
36.224149,-1.000000,0,0
0,0,36.224149,-1.000000
36.226820,-1.000000,0,0
0,0,36.226820,-1.000000
36.229491,-1.000000,0,0
0,0,36.229491,-1.000000
36.232162,-1.000000,0,0
0,0,36.232162,-1.000000
36.234834,-1.000000,0,0
0,0,36.234834,-1.000000
36.237505,-1.000000,0,0
0,0,36.237505,-1.000000
0,0,36.240176,-1.000000
36.240176,-1.000000,0,0
36.242847,-1.000000,0,0
0,0,36.242847,-1.000000
0,0,36.245518,-1.000000
36.245518,-1.000000,0,0
36.248189,-1.000000,0,0
0,0,36.248189,-1.000000
36.250861,-1.000000,0,0
0,0,36.250861,-1.000000
36.253532,-1.000000,0,0
0,0,36.253532,-1.000000
36.256203,-1.000000,0,0
0,0,36.256203,-1.000000
36.258874,-1.000000,0,0
0,0,36.258874,-1.000000
36.261545,-1.000000,0,0
0,0,36.261545,-1.000000
36.264217,-1.000000,0,0
0,0,36.264217,-1.000000
36.266888,-1.000000,0,0
0,0,36.266888,-1.000000
36.269559,-1.000000,0,0
0,0,36.269559,-1.000000
36.272230,-1.000000,0,0
0,0,36.272230,-1.000000
36.274901,-1.000000,0,0
0,0,36.274901,-1.000000
36.277573,-1.000000,0,0
0,0,36.277573,-1.000000
0,0,36.280244,-1.000000
36.280244,-1.000000,0,0
36.282915,-1.000000,0,0
0,0,36.282915,-1.000000
36.285586,-1.000000,0,0
0,0,36.285586,-1.000000
36.288257,-1.000000,0,0
0,0,36.288257,-1.000000
36.290928,-1.000000,0,0
0,0,36.290928,-1.000000
36.293599,-1.000000,0,0
0,0,36.293599,-1.000000
36.296271,-1.000000,0,0
0,0,36.296271,-1.000000
36.298942,-1.000000,0,0
0,0,36.298942,-1.000000
0,0,36.301613,-1.000000
36.301613,-1.000000,0,0
36.304284,-1.000000,0,0
0,0,36.304284,-1.000000
36.306955,-1.000000,0,0
0,0,36.306955,-1.000000
36.309626,-1.000000,0,0
0,0,36.309626,-1.000000
36.312298,-1.000000,0,0
0,0,36.312298,-1.000000
36.314969,-1.000000,0,0
0,0,36.314969,-1.000000
36.317640,-1.000000,0,0
0,0,36.317640,-1.000000
36.320311,-1.000000,0,0
0,0,36.320311,-1.000000
0,0,36.322982,-1.000000
36.322982,-1.000000,0,0
36.325653,-1.000000,0,0
0,0,36.325653,-1.000000
36.328325,-1.000000,0,0
0,0,36.328325,-1.000000
36.330996,-1.000000,0,0
0,0,36.330996,-1.000000
36.333667,-1.000000,0,0
0,0,36.333667,-1.000000
36.336338,-1.000000,0,0
0,0,36.336338,-1.000000
36.339009,-1.000000,0,0
0,0,36.339009,-1.000000
36.341681,-1.000000,0,0
0,0,36.341681,-1.000000
36.344352,-1.000000,0,0
0,0,36.344352,-1.000000
36.347023,-1.000000,0,0
0,0,36.347023,-1.000000
36.349694,-1.000000,0,0
0,0,36.349694,-1.000000
36.352365,-1.000000,0,0
0,0,36.352365,-1.000000
